ballerina	ntr_contain6	margot_fonteyn	1
ballerina	ntr_contain6	carlos_chagas	0
ballet_dancer	ntr_contain6	tilly_losch	1
ballet_dancer	ntr_contain6	diether_krebs	0
ballet_master	ntr_contain6	filippo_taglioni	1
ballet_master	ntr_contain6	huey_long	0
balliol_college_oxford	ntr_contain10	samuel_alexander	1
balliol_college_oxford	ntr_contain10	israel_nathan_herstein	0
baltimore_city_college	ntr_contain10	harry_nice	1
baltimore_city_college	ntr_contain10	napoleon_bonaparte_buford	0
bandleader	ntr_contain6	mary_lou_williams	1
bandleader	ntr_contain6	ella_t_grasso	0
bangladesh	ntr_contain5	huseyn_shaheed_suhrawardy	1
bangladesh	ntr_contain5	tibor_kalman	0
banker	ntr_contain6	william_paterson_1658	1
banker	ntr_contain6	reginald_victor_jones	0
baptist	ntr_contain12	barbara_jordan	1
baptist	ntr_contain12	venetia_stanley_1887	0
barnard_college	ntr_contain10	tory_dent	1
barnard_college	ntr_contain10	g_w_pierce	0
barrister	ntr_contain6	isaac_isaacs	1
barrister	ntr_contain6	broncho_billy_anderson	0
baseball_player	ntr_contain6	babe_pinelli	1
baseball_player	ntr_contain6	lucas_alaman	0
basketball_player	ntr_contain6	kim_perrot	1
basketball_player	ntr_contain6	william_thorold	0
bassist	ntr_contain6	sid_vicious	1
bassist	ntr_contain6	charles_frederick_briggs	0
bates_college	ntr_contain10	william_p_frye	1
bates_college	ntr_contain10	mark_edward_bradley	0
baylor_university	ntr_contain10	jim_mattox	1
baylor_university	ntr_contain10	wassily_kandinsky	0
belgium	ntr_contain5	leopold_i_of_belgium	1
belgium	ntr_contain5	anton_arensky	0
berklee_college_of_music	ntr_contain10	art_porter	1
berklee_college_of_music	ntr_contain10	kenneth_s_wherry	0
biochemist	ntr_contain6	sune_bergstrom	1
biochemist	ntr_contain6	zeboim_cartter_patten	0
biographer	ntr_contain6	edgar_lee_masters	1
biographer	ntr_contain6	ezekiel_s_sampson	0
biologist	ntr_contain6	ernest_everett_just	1
biologist	ntr_contain6	william_walsh_1828	0
birkbeck_university_of_london	ntr_contain10	arthur_wing_pinero	1
birkbeck_university_of_london	ntr_contain10	holland_smith	0
bishop	ntr_contain6	johannes_rudbeckius	1
bishop	ntr_contain6	david_brian	0
black_mountain_college	ntr_contain10	ray_johnson	1
black_mountain_college	ntr_contain10	victor_cooke_baron_cooke_of_islandreagh	0
bladder_cancer	ntr_contain11	cy_feuer	1
bladder_cancer	ntr_contain11	philip_iv_of_france	0
bleeding	ntr_contain11	jeff_chandler_1918	1
bleeding	ntr_contain11	maria_mandel	0
bodybuilder	ntr_contain6	scott_wilson	1
bodybuilder	ntr_contain6	maxime_du_camp	0
bolivia	ntr_contain5	juan_jose_torres	1
bolivia	ntr_contain5	jessica_mitford	0
bone_cancer	ntr_contain11	lorenzo_music	1
bone_cancer	ntr_contain11	michael_schwerner	0
book_editor	ntr_contain6	nathaniel_parker_willis	1
book_editor	ntr_contain6	constantijn_theodoor_van_lynden_van_sandenburg	0
boston_college	ntr_contain10	joseph_f_oconnell	1
boston_college	ntr_contain10	francis_g_newlands	0
boston_latin_school	ntr_contain10	samuel_francis_smith	1
boston_latin_school	ntr_contain10	anthony_hope	0
boston_university	ntr_contain10	william_l_laurence	1
boston_university	ntr_contain10	rube_goldberg	0
boston_university_school_of_law	ntr_contain10	john_a_sullivan	1
boston_university_school_of_law	ntr_contain10	wilhelm_kulz	0
